image,mode,channels,device,forward_original_cached_ms,forward_events_scan_ms,forward_compact_scan_ms,backward_original_cached_ms,backward_events_scan_ms,backward_compact_scan_ms,nodes_all_channels_and_trees,preparation_original_argsort_ms,preparation_events_linear_ms,preparation_compact_linear_ms,forward_events_speedup_vs_original,forward_compact_speedup_vs_original,forward_compact_speedup_vs_events,backward_events_speedup_vs_original,backward_compact_speedup_vs_original,backward_compact_speedup_vs_events
4.1.01.png,RGB,3,cpu,0.854895100928843,0.8813753956928849,0.8090620394796133,1.1095214867964387,0.9674995671957731,0.9487084462307394,41399.0,0.847978051751852,0.5132710211910307,0.1329369843006134,0.9699557136568072,1.056649625384364,1.089379247430498,1.1467927474244828,1.1695073351614151,1.0198070556235603
4.1.01.png,RGB,3,mps,2.378208504524082,2.4162099580280483,2.483958611264825,5.4405631381087005,2.264437440317124,2.2891240660101175,41399.0,0.847978051751852,0.5132710211910307,0.1329369843006134,0.9842722883507273,0.9574267839000363,0.9727255305585469,2.402611368829326,2.3767008607757365,0.989215689066595
4.1.02.png,RGB,3,cpu,0.8000414818525314,0.8114994852803648,0.7556039490737021,1.229561457876116,1.0517069604247808,1.0281249415129423,43756.0,0.9115000138990581,0.5072085768915713,0.13206189032644033,0.9858804550887981,1.0588106147847764,1.0739746480615742,1.1691103169836399,1.195926106088574,1.022936919395357
4.1.02.png,RGB,3,mps,2.43868853431195,2.422751043923199,2.469979110173881,5.512209027074277,2.48337397351861,2.499354537576437,43756.0,0.9115000138990581,0.5072085768915713,0.13206189032644033,1.0065782616949959,0.987331643521581,0.9808791636916487,2.2196451625303184,2.2054530256517078,0.9936061235740796
4.1.03.png,RGB,3,cpu,0.8472285699099302,0.8412710740230978,0.795021012891084,1.257583440747112,1.0914580198004842,1.0393125703558326,45176.0,0.8824794203974307,0.5201675812713802,0.13002136256545782,1.0070815413376129,1.0656681473474445,1.0581746398926313,1.1522050485982,1.2100146545100954,1.0501730191012684
4.1.03.png,RGB,3,mps,2.3775632143951952,2.3933135089464486,2.41712509887293,5.544208048377186,2.7355829370208085,2.8076678281649947,45176.0,0.8824794203974307,0.5201675812713802,0.13002136256545782,0.993419042472966,0.9836326698621508,0.990148797040921,2.026700771286107,1.9746666584845651,0.9743257053341318
4.1.04.png,RGB,3,cpu,0.8106864988803864,0.8101859129965305,0.7582914549857378,1.1349580017849803,0.9933330584317446,0.9508950170129538,34952.0,0.6631469004787505,0.456333567854017,0.12801942648366094,1.000617865450171,1.0690961813563282,1.068436031646656,1.1425754857860368,1.1935681452514322,1.0446295759884214
4.1.04.png,RGB,3,mps,2.4304575053974986,2.392728521954268,2.395770512521267,5.516290897503495,2.3176029790192842,2.3781030904501677,34952.0,0.6631469004787505,0.456333567854017,0.12801942648366094,1.0157681839360593,1.0144784288373796,0.9987302662959161,2.380170783107021,2.3196180685587007,0.9745595085117059
4.1.05.png,RGB,3,cpu,0.8979995036497712,0.8912914199754596,0.8102285792119801,1.2944175978191197,1.0682294378057122,1.0277697583660483,65346.0,1.8648330587893724,0.6871663499623537,0.16518804477527738,1.0075262518228845,1.108328596015653,1.1000493476079558,1.2117411784476082,1.2594431654391047,1.0393664817536437
4.1.05.png,RGB,3,mps,2.5133744929917157,2.4537090212106705,2.4309380096383393,5.820791935548186,2.518063993193209,2.478706941474229,65346.0,1.8648330587893724,0.6871663499623537,0.16518804477527738,1.024316441462813,1.0339113885366582,1.0093671708130965,2.3116139825210396,2.3483179226045285,1.0158780576519353
4.1.06.png,RGB,3,cpu,0.9157289168797433,0.9504806366749108,0.901686551515013,1.3061240897513926,1.0712910443544388,1.022416923660785,64022.0,1.9612080650404096,0.6639999337494373,0.16158248763531446,0.9634377403870739,1.015573444387228,1.0541142430015331,1.2192056459675387,1.2774867664306535,1.0478025349176137
4.1.06.png,RGB,3,mps,2.4361456162296236,2.4458750267513096,2.441000018734485,5.656583118252456,2.313686069101095,2.291937416885048,64022.0,1.9612080650404096,0.6639999337494373,0.16158248763531446,0.9960221146153125,0.9980113058305595,1.0019971355917285,2.4448360535144387,2.4680355914518244,1.0094891998602673
4.1.07.png,RGB,3,cpu,0.6563960923813283,0.6563534843735397,0.6194594316184521,1.1705629876814783,1.1246047215536237,1.1189165525138378,19549.0,0.3227079869247973,0.26712502585723996,0.0799785484559834,1.0000649162513844,1.0596272473669057,1.0595584648032481,1.0408661507879533,1.0461575396767595,1.0050836400864804
